;idade;perfil;renda_sm;ticket_medio
115207;26;b;4.2;142.59
115208;31;c;7.2;143.06
115209;36;c;6.3;135.26
115210;28;b;4.8;150.78
115211;29;c;5.1;86.05
115212;33;c;5.1;106.05
115213;26;b;5.1;144.84
115214;31;a;0.9;505.91
115215;34;a;1.2;463.2
115216;29;a;1.5;286.56
115217;26;c;5.7;125.63
115218;22;b;5.4;180.48
115219;33;c;5.4;112.42
115220;27;b;4.8;140.05
115221;29;b;5.1;156.65
115222;34;c;5.1;118.1
115223;39;a;1.8;259.16
115224;36;a;1.2;359.5
115225;23;b;3.9;164.44
115226;34;a;1.8;484.73
115227;26;c;7.2;108.58
115228;32;b;4.8;154.37
115229;31;c;6.3;122.88
115230;26;b;4.2;145.1
115231;22;c;4.8;125.31
115232;26;b;5.4;119.91
115233;22;c;4.5;113.76
115234;28;b;3.3;103.45
115235;42;a;1.2;338.0
115236;28;c;7.2;134.35
115237;32;a;0.6;506.09
115238;32;c;5.1;113.48
115239;36;c;5.1;156.14
115240;25;b;4.2;191.97
115241;30;b;4.8;157.55
115242;26;b;4.5;147.31
115243;33;b;3.9;128.95
115244;25;b;3.6;119.27
115245;29;b;3.0;159.89
115246;36;c;5.1;132.63
115247;27;b;5.4;158.23
115248;25;b;5.1;160.11
115249;31;c;5.4;110.45
115250;22;b;5.1;166.05
115251;26;c;5.1;102.11
115252;22;b;3.6;112.41
115253;24;b;4.2;145.6
115254;28;c;4.2;116.45
115255;26;b;5.1;118.98
115256;28;b;3.6;163.66
115257;28;b;3.0;212.76
115258;41;a;1.2;286.35
115259;38;c;5.7;102.48
115260;31;b;3.0;102.53
115261;26;c;4.8;98.05
115262;22;b;4.2;150.71
115263;29;b;3.3;124.86
115264;32;c;6.6;107.63
115265;29;c;4.8;119.04
115266;33;a;0.6;416.92
115267;30;b;5.1;123.25
115268;31;a;1.8;439.33
115269;20;b;5.1;170.39
115270;31;a;1.8;261.26
115271;33;b;3.0;171.41
115272;33;b;3.6;138.05
115273;22;b;3.9;155.7
115274;33;c;6.9;122.25
115275;34;c;7.2;100.58
115276;22;b;3.6;144.09
115277;36;c;4.5;130.53
115278;29;c;5.4;127.02
115279;23;b;3.3;164.65
115280;28;c;6.3;150.12
115281;28;b;5.1;118.64
115282;36;c;6.3;140.8
115283;22;c;6.6;85.79
115284;26;b;3.0;149.47
115285;28;b;3.0;140.16
115286;30;c;6.0;93.47
115287;20;b;3.0;142.6
115288;34;c;6.3;141.4
115289;20;b;4.8;164.94
115290;30;b;3.6;174.18
115291;20;b;5.4;174.41
115292;29;c;5.7;96.67
115293;31;a;0.3;292.47
115294;25;b;3.6;148.26
115295;22;c;5.7;78.05
115296;32;a;1.5;273.79
115297;30;c;6.0;113.59
115298;29;c;6.0;137.33
115299;35;a;0.6;253.18
115300;23;b;5.1;164.39
115301;27;c;6.6;141.31
115302;29;c;4.8;101.06
115303;34;a;0.9;464.83
115304;25;c;4.5;106.15
115305;38;c;5.1;124.29
115306;26;b;5.1;175.5
115307;28;c;5.1;95.25
115308;23;b;4.8;185.8
115309;30;a;0.3;418.23
115310;28;b;3.3;157.26
115311;38;c;5.4;114.43
115312;31;c;7.5;123.83
115313;29;c;5.7;112.24
115314;36;c;5.1;95.12
115315;31;b;3.9;179.0
115316;29;c;7.5;117.59
115317;32;c;4.5;134.58
115318;32;c;6.6;102.08
115319;22;b;4.2;121.28
115320;32;c;5.4;147.67
115321;39;a;0.6;435.08
115322;26;b;3.6;182.92
115323;30;c;6.0;116.15
115324;32;b;3.3;139.56
115325;28;c;4.5;93.96
115326;33;c;6.0;124.76
115327;29;c;6.9;129.73
115328;25;c;4.8;91.75
115329;26;c;6.9;128.43
115330;31;b;3.0;161.19
115331;30;b;5.1;141.06
115332;25;b;4.2;149.0
115333;20;b;4.8;166.5
115334;26;c;7.5;126.84
115335;22;b;3.3;123.09
115336;24;b;4.8;118.56
115337;26;c;5.4;129.84
115338;26;c;4.8;74.09
115339;25;b;3.6;141.38
115340;26;b;5.1;177.79
115341;22;c;6.0;97.33
115342;32;c;6.3;120.75
115343;31;b;4.2;139.85
115344;29;b;3.9;113.78
115345;36;c;5.7;128.19
115346;27;c;7.5;120.42
115347;28;c;6.3;134.96
115348;26;c;7.5;103.77
115349;36;c;6.6;156.06
115350;24;b;4.8;172.24
115351;34;c;4.8;114.58
115352;29;c;5.1;117.33
115353;33;c;5.1;94.1
115354;22;c;6.6;109.83
115355;23;b;4.8;144.88
115356;23;b;3.6;161.82
115357;25;b;4.2;115.28
115358;32;b;4.2;174.97
115359;34;c;4.5;124.7
115360;28;b;3.3;171.49
115361;36;c;6.6;92.26
115362;32;c;5.4;122.63
115363;28;c;4.5;104.6
115364;30;b;3.0;162.02
115365;36;c;4.5;114.37
115366;26;b;5.1;138.18
115367;33;c;4.5;122.08
115368;30;c;7.5;140.64
115369;27;b;4.2;157.26
115370;38;c;4.5;82.96
115371;27;c;7.5;102.7
115372;38;c;4.8;124.12
115373;25;b;4.8;118.58
115374;29;c;5.7;151.62
115375;30;c;6.9;118.76
115376;29;c;5.4;95.88
115377;33;c;5.1;139.98
115378;34;b;3.6;108.84
115379;33;c;5.1;72.14
115380;33;b;3.3;140.88
115381;26;b;5.4;185.34
115382;22;b;3.0;176.3
115383;36;a;1.8;380.08
115384;29;b;4.5;189.06
115385;33;a;0.9;402.25
115386;31;c;7.2;108.85
115387;20;b;5.4;225.23
115388;33;b;3.3;143.57
115389;20;b;3.6;133.84
115390;29;b;3.9;138.55
115391;28;c;5.1;100.56
115392;31;c;6.6;141.9
115393;33;b;3.3;151.75
115394;42;a;1.2;229.37
115395;32;b;5.4;193.17
115396;30;b;3.0;146.67
115397;34;c;5.7;135.53
115398;29;a;0.9;343.12
115399;28;b;5.1;127.98
115400;32;c;4.2;102.54
115401;31;c;4.2;116.01
115402;29;a;1.2;344.67
115403;37;a;0.9;440.08
115404;34;c;6.3;149.34
115405;31;c;6.6;133.87
115406;32;c;6.9;170.31
115407;29;c;4.5;121.21
115408;29;b;3.0;185.3
115409;26;b;4.8;129.45
115410;28;b;4.5;145.47
115411;38;c;6.0;105.93
115412;24;b;3.9;150.24
115413;26;c;7.5;114.76
115414;32;c;6.3;105.67
115415;32;c;5.7;148.71
115416;31;b;3.9;106.92
115417;22;b;3.9;152.26
115418;33;b;5.1;163.56
115419;34;b;3.0;138.54
115420;44;a;0.3;422.69
115421;27;b;3.0;161.77
115422;24;b;5.4;123.5
115423;25;c;6.3;149.48
115424;26;b;3.0;171.71
115425;33;a;0.6;415.0
115426;34;c;6.9;103.55
115427;36;c;5.1;102.82
115428;32;c;7.2;100.6
115429;29;c;6.6;124.32
115430;29;b;3.0;159.93
115431;32;c;4.8;112.45
115432;26;b;3.3;135.76
115433;33;c;6.0;105.67
115434;40;a;1.5;397.79
115435;29;b;4.2;129.58
115436;33;c;4.8;110.7
115437;20;b;4.8;111.6
115438;39;a;0.9;456.5
115439;28;c;5.4;111.46
115440;31;b;3.9;140.14
115441;38;c;5.1;118.68
115442;29;c;4.8;113.87
115443;28;c;4.8;116.09
115444;32;c;6.3;100.25
115445;34;c;6.6;104.64
115446;34;c;4.5;101.66
115447;26;c;5.7;124.43
115448;25;b;3.3;209.8
115449;34;b;4.2;99.18
115450;22;c;7.2;134.65
115451;23;b;4.5;122.57
115452;30;c;6.3;77.45
115453;36;c;6.6;122.65
115454;38;a;1.8;273.84
115455;26;c;4.8;104.6
115456;38;c;6.9;85.21
115457;30;b;3.3;151.6
115458;24;b;3.9;115.57
115459;25;c;7.5;110.76
115460;26;b;3.9;188.4
115461;20;b;4.8;137.5
115462;34;c;5.1;125.24
115463;25;b;4.8;146.41
115464;25;c;6.0;104.2
115465;26;b;5.1;138.81
115466;36;c;7.5;121.59
115467;22;c;7.5;146.76
115468;30;c;6.3;109.52
115469;34;c;4.5;134.47
115470;28;b;4.8;133.55
115471;30;b;4.2;142.88
115472;30;b;3.9;131.51
115473;29;c;7.5;109.91
115474;30;c;5.4;122.4
115475;33;c;6.0;81.79
115476;28;c;6.9;121.04
115477;20;b;5.1;107.19
115478;26;c;7.5;123.65
115479;22;c;5.7;144.11
115480;34;c;6.6;131.64
115481;23;b;3.9;157.31
115482;25;b;3.0;112.89
115483;24;b;3.0;161.71
115484;25;b;4.5;128.25
115485;25;c;6.3;126.36
115486;25;b;3.3;181.33
115487;30;b;5.1;136.68
115488;28;b;5.4;119.45
115489;32;c;5.4;112.83
115490;28;b;5.1;143.31
115491;22;b;3.0;188.54
115492;27;c;6.9;118.95
115493;33;a;0.9;476.4
115494;25;c;5.7;100.86
115495;22;b;3.0;104.53
115496;29;b;4.2;136.06
115497;31;b;3.9;104.16
115498;20;b;3.0;132.68
115499;38;c;6.9;123.08
115500;26;b;4.2;115.29
115501;20;b;3.6;133.02
115502;30;a;1.5;233.58
115503;27;c;6.9;133.05
115504;34;c;5.7;142.8
115505;20;b;5.1;122.16
115506;23;b;3.6;124.62
115507;28;b;5.1;170.71
115508;31;b;4.2;118.97
115509;30;c;5.4;152.69
115510;26;c;5.7;107.9
115511;26;c;7.5;117.69
115512;36;a;1.5;417.86
115513;26;c;6.9;124.93
115514;26;b;5.1;156.4
115515;27;c;4.5;98.37
115516;34;c;6.6;123.61
115517;29;c;5.1;114.64
115518;26;b;5.1;198.63
115519;23;b;3.6;113.53
115520;30;b;5.1;120.02
115521;38;c;5.7;93.12
115522;32;b;3.0;134.77
115523;27;c;4.2;133.74
115524;25;c;5.4;124.59
115525;31;a;1.5;340.06
115526;33;b;3.0;141.73
115527;25;b;3.9;158.4
115528;31;b;3.3;134.65
115529;22;c;4.5;117.2
115530;27;c;5.7;121.7
115531;22;c;5.1;101.98
115532;33;c;4.2;102.77
115533;31;c;6.9;136.22
115534;32;a;1.5;308.41
115535;27;b;3.0;213.67
115536;29;c;6.3;118.12
115537;31;c;6.6;99.41
115538;24;b;5.4;150.63
115539;29;b;3.6;168.31
115540;25;b;3.0;149.55
115541;22;b;5.1;166.1
115542;31;b;5.1;213.93
115543;25;c;6.9;139.9
115544;27;b;3.0;132.02
115545;44;a;0.3;385.69
115546;34;a;1.5;419.29
115547;28;c;7.5;126.34
115548;30;b;3.0;117.81
115549;20;b;5.4;197.17
115550;28;b;4.5;152.17
115551;30;a;0.3;335.54
115552;30;c;5.4;95.92
115553;33;c;7.5;119.07
115554;34;c;6.3;104.85
115555;26;c;5.7;153.76
115556;32;b;3.9;133.41
115557;27;b;5.1;118.62
115558;29;b;5.1;131.31
115559;22;c;6.0;103.7
115560;23;c;4.8;97.55
115561;38;c;5.4;116.34
115562;20;b;4.5;118.65
115563;22;c;6.9;134.5
115564;30;c;6.3;108.98
115565;25;b;5.4;146.95
115566;22;b;3.3;206.53
115567;30;c;5.1;109.11
115568;33;b;5.1;155.8
115569;30;c;4.8;120.76
115570;36;c;7.5;116.64
115571;20;b;4.2;124.85
115572;36;c;5.4;127.1
115573;27;b;5.1;184.68
115574;27;c;7.2;123.94
115575;28;c;6.0;143.84
115576;34;c;5.7;116.6
115577;38;c;6.6;121.92
115578;29;c;5.4;110.76
115579;36;a;0.3;287.38
115580;34;c;4.5;96.99
115581;33;c;4.5;129.72
115582;27;c;4.2;136.53
115583;28;b;5.1;117.62
115584;31;c;4.5;129.96
115585;22;b;3.3;132.81
115586;31;c;7.2;94.78
115587;29;b;5.1;121.7
115588;22;b;5.4;134.46
115589;29;b;3.6;128.12
115590;32;b;3.3;124.98
115591;22;b;5.1;162.03
115592;24;b;5.4;120.11
115593;25;c;6.6;160.6
115594;28;b;4.8;144.45
115595;38;c;6.3;103.92
115596;30;c;7.5;96.34
115597;24;b;5.1;158.98
115598;29;c;6.0;107.03
115599;25;b;4.8;118.04
115600;32;b;3.0;128.56
115601;27;c;4.5;117.39
115602;25;c;7.5;141.39
115603;25;c;6.0;115.65
115604;25;c;7.5;96.94
115605;33;b;3.3;156.64
115606;23;b;3.6;138.87
115607;20;b;3.3;156.24
115608;27;c;7.5;118.12
115609;22;c;6.6;111.37
115610;40;a;1.5;465.92
115611;28;b;5.1;202.2
115612;27;c;7.5;124.02
115613;26;b;3.6;119.58
115614;34;c;4.8;115.25
115615;38;c;6.9;158.9
115616;34;c;4.5;133.68
115617;26;c;6.3;100.82
115618;28;b;4.8;143.39
115619;33;c;6.3;96.93
115620;28;b;4.8;184.13
115621;32;c;5.7;111.06
115622;34;c;6.6;118.43
115623;29;c;6.9;89.25
115624;29;b;4.5;180.66
115625;27;b;3.9;129.85
115626;25;b;3.3;185.97
115627;22;b;4.2;124.96
115628;28;b;3.0;110.8
115629;33;b;3.6;135.63
115630;23;b;3.9;142.02
115631;28;b;5.1;152.2
115632;22;b;5.4;177.14
115633;41;a;0.6;360.5
115634;23;b;5.1;157.27
115635;33;c;5.4;132.9
115636;24;b;4.2;118.86
115637;26;b;3.9;104.72
115638;31;c;5.1;110.63
115639;36;c;6.9;124.69
115640;38;a;0.9;364.73
115641;27;c;5.4;117.87
115642;33;b;3.0;159.46
115643;32;b;4.8;164.5
115644;29;c;5.4;112.62
115645;29;b;5.1;180.41
115646;34;b;3.0;127.52
115647;27;c;7.5;165.89
115648;33;b;4.5;151.82
115649;30;b;4.5;164.93
115650;33;a;0.6;481.33
115651;22;b;4.2;162.9
115652;20;b;3.0;128.29
115653;20;b;4.8;117.53
115654;36;c;4.5;110.98
115655;36;c;7.5;131.85
115656;32;c;5.7;134.04
115657;30;b;4.2;220.33
115658;36;c;4.2;129.34
115659;33;c;6.6;73.6
115660;36;c;7.5;137.17
115661;30;c;5.1;86.39
115662;29;c;6.6;117.44
115663;30;b;4.8;163.6
115664;33;a;0.6;407.93
115665;27;b;3.9;118.7
115666;33;b;3.3;120.56
115667;34;c;7.2;142.85
115668;33;b;3.9;137.3
115669;44;a;1.8;330.12
115670;35;a;1.2;399.67
115671;29;b;4.8;160.63
115672;32;c;4.2;107.31
115673;32;c;7.5;143.96
115674;20;b;5.1;157.85
115675;30;c;7.5;131.73
115676;38;c;5.4;108.98
115677;33;b;3.9;125.05
115678;26;c;6.0;131.65
115679;30;b;3.0;121.14
115680;32;b;3.9;135.4
115681;29;b;5.1;132.2
115682;27;b;4.5;201.9
115683;27;b;4.2;182.71
115684;20;b;3.6;156.81
115685;29;b;4.2;138.75
115686;33;b;5.1;117.2
115687;31;c;6.6;103.9
115688;35;a;0.9;396.21
115689;30;c;6.6;125.96
115690;30;b;5.1;157.29
115691;30;b;4.5;152.5
115692;20;b;4.8;184.74
115693;26;b;5.1;126.13
115694;24;b;4.2;138.54
115695;25;b;4.2;127.15
115696;26;b;4.2;177.26
115697;34;c;5.1;135.28
115698;33;c;4.8;129.27
115699;30;b;4.8;147.93
115700;30;c;6.9;152.78
115701;38;c;6.6;102.72
115702;34;b;3.6;157.93
115703;31;c;6.9;77.28
115704;29;c;6.0;106.12
115705;24;b;4.2;124.59
115706;38;c;4.8;137.31
115707;31;c;4.2;114.13
115708;30;a;0.9;397.42
115709;34;c;7.5;110.62
115710;34;c;5.4;146.81
115711;27;b;3.0;167.71
115712;33;c;7.2;120.46
115713;27;b;4.8;139.22
115714;26;b;5.1;156.59
115715;25;b;3.6;164.37
115716;30;c;4.5;133.78
115717;28;c;7.5;123.02
115718;33;c;7.5;116.73
115719;20;b;4.2;147.74
115720;23;b;4.5;146.79
115721;34;c;6.0;116.58
115722;38;c;6.9;138.98
115723;29;b;3.9;127.8
115724;32;b;4.8;214.33
115725;25;b;4.5;133.67
115726;26;c;6.3;154.98
115727;20;b;5.1;138.32
115728;38;c;4.2;94.55
115729;25;c;5.4;102.95
115730;34;b;4.5;170.73
115731;23;b;3.6;105.5
115732;38;c;4.2;121.39
115733;28;c;5.7;131.47
115734;26;c;7.2;88.52
115735;34;b;5.4;164.06
115736;33;c;6.6;107.32
115737;30;c;5.4;97.68
115738;22;c;7.2;86.57
115739;22;b;5.4;134.45
115740;27;c;4.5;124.98
115741;32;c;7.5;137.88
115742;30;c;5.4;137.3
115743;24;b;3.9;195.91
115744;28;c;7.5;102.47
115745;20;b;4.5;145.6
115746;26;b;5.1;133.96
115747;22;b;4.5;146.56
115748;25;b;3.0;135.18
115749;27;b;3.6;119.93
115750;33;c;6.6;120.61
115751;27;b;4.8;138.29
115752;36;c;6.6;86.41
115753;29;c;7.5;148.06
115754;29;b;3.3;98.46
115755;30;c;7.5;73.49
115756;28;b;4.2;124.24
115757;30;b;3.6;130.09
115758;25;c;5.1;107.24
115759;42;a;1.2;487.92
115760;33;c;4.5;121.3
115761;28;c;6.6;104.98
115762;25;b;3.3;128.07
115763;29;c;4.8;111.09
115764;29;b;5.4;162.72
115765;31;b;3.9;109.39
115766;22;c;6.9;135.6
115767;30;a;0.9;421.33
115768;36;c;7.2;109.05
115769;38;a;1.2;428.58
115770;33;b;3.3;109.8
115771;33;c;5.4;132.71
115772;33;b;4.2;128.27
115773;25;b;3.6;171.83
115774;26;b;3.3;125.79
115775;34;c;4.8;133.64
115776;34;c;5.7;140.12
115777;32;c;5.4;121.25
115778;38;c;4.5;127.74
115779;34;c;6.6;139.08
115780;31;c;6.6;149.29
115781;33;c;7.2;143.5
115782;34;c;4.5;92.5
115783;32;b;4.2;143.65
115784;28;b;3.0;133.47
115785;22;c;6.0;118.8
115786;31;c;6.6;102.83
115787;25;c;5.4;74.39
115788;23;b;3.3;123.67
115789;29;c;5.7;94.37
115790;24;b;3.9;150.92
115791;22;b;3.9;203.9
115792;30;c;6.6;105.05
115793;29;b;4.2;130.64
115794;37;a;1.8;448.23
115795;32;c;5.7;120.35
115796;36;c;6.0;139.26
115797;33;b;4.5;157.02
115798;29;a;1.2;488.55
115799;32;a;0.6;313.44
115800;36;c;4.5;115.27
115801;34;c;5.4;120.69
115802;33;c;5.7;147.27
115803;32;b;4.2;138.5
115804;24;b;3.0;136.4
115805;29;b;3.3;101.82
115806;31;b;4.2;125.42
115807;23;b;3.0;181.53
115808;22;b;5.4;159.26
115809;33;a;1.8;370.33
115810;31;c;5.4;125.81
115811;30;c;5.4;115.23
115812;33;c;7.5;122.92
115813;28;b;4.8;123.86
115814;29;b;5.4;175.44
115815;32;c;4.2;102.97
115816;20;b;3.0;210.7
115817;38;c;4.5;94.48
115818;20;b;5.4;142.79
115819;31;c;5.1;125.54
115820;22;b;3.9;153.42
115821;23;b;4.2;144.08
115822;28;c;6.3;109.37
115823;20;b;4.5;145.21
115824;32;c;7.2;149.33
115825;26;c;4.8;109.87
115826;34;c;4.8;118.52
115827;29;c;6.0;111.72
115828;20;b;3.0;154.24
115829;38;c;6.9;155.94
115830;28;b;3.0;163.98
115831;33;c;5.4;120.19
115832;34;a;1.5;353.21
115833;38;c;7.2;113.6
115834;24;b;4.5;133.86
115835;34;b;3.3;98.72
115836;25;b;4.2;141.61
115837;27;b;3.0;144.61
115838;32;c;5.4;122.21
115839;35;a;0.9;340.06
115840;26;b;5.4;151.24
115841;28;c;6.6;154.96
115842;25;c;5.4;119.47
115843;22;c;5.4;113.67
115844;25;b;4.2;139.85
115845;32;c;5.7;127.46
115846;30;c;6.3;148.38
115847;27;c;7.5;98.52
115848;38;c;5.7;82.67
115849;22;b;3.3;140.35
115850;31;b;3.0;147.5
115851;27;c;4.2;126.42
115852;28;b;5.1;136.54
115853;34;c;4.8;112.83
115854;31;c;7.2;115.52
115855;36;a;0.6;528.45
115856;25;c;5.4;75.08
115857;26;c;5.7;122.48
115858;34;c;4.5;133.32
115859;27;b;3.3;108.6
115860;22;c;4.5;117.94
115861;29;c;6.0;85.55
115862;24;b;3.3;130.56
115863;26;b;3.9;121.47
115864;26;b;4.8;159.2
115865;36;c;7.2;113.3
115866;34;a;0.6;271.79
115867;26;c;6.3;115.14
115868;28;c;5.1;111.77
115869;44;a;0.9;267.18
115870;26;c;6.3;109.72
115871;33;b;4.2;154.61
115872;38;a;1.5;324.38
115873;25;b;4.2;142.41
115874;30;a;0.3;482.73
115875;29;c;4.8;140.2
115876;25;b;3.9;190.89
115877;30;b;3.9;124.63
115878;32;c;5.1;127.78
115879;29;c;6.9;123.1
115880;42;a;1.2;264.79
115881;32;c;5.1;104.42
115882;36;c;5.1;148.06
115883;28;b;4.2;121.69
115884;22;c;7.5;113.23
115885;38;c;4.8;122.79
115886;29;c;7.2;111.2
115887;26;b;3.0;136.76
115888;24;b;4.5;129.14
115889;24;b;5.1;145.6
115890;36;c;7.2;107.62
115891;27;c;4.2;85.72
115892;36;c;4.5;110.38
115893;28;b;4.5;184.89
115894;39;a;1.5;387.64
115895;24;b;5.1;135.89
115896;31;a;1.2;334.69
115897;28;b;5.1;141.65
115898;26;c;5.7;173.2
115899;34;c;5.4;143.56
115900;27;c;7.5;100.98
115901;25;b;3.9;132.3
115902;30;c;4.5;110.96
115903;34;c;5.7;149.98
115904;29;b;4.8;174.28
115905;27;c;4.5;94.67
115906;33;c;5.1;131.53
115907;31;b;3.3;128.71
115908;25;c;6.0;103.51
115909;34;c;7.2;110.0
115910;22;c;6.0;88.33
115911;36;c;7.2;124.4
115912;26;c;6.6;132.07
115913;33;c;6.6;136.02
115914;30;c;7.2;87.18
115915;33;c;5.1;129.0
115916;20;b;4.8;148.6
115917;25;c;6.3;129.16
115918;22;b;3.6;141.65
115919;31;b;3.0;155.92
115920;38;a;0.9;276.58
115921;30;b;4.2;153.4
115922;28;b;4.8;143.69
115923;22;b;5.1;156.77
115924;31;c;6.3;107.27
115925;28;b;3.9;101.46
115926;26;b;3.3;184.4
115927;34;c;6.3;105.9
115928;20;b;5.1;203.15
115929;34;a;1.5;364.83
115930;31;b;3.3;120.55
115931;32;a;0.9;388.08
115932;28;b;4.5;149.48
115933;33;c;6.3;143.69
115934;20;b;4.5;111.28
115935;33;c;6.6;109.24
115936;28;c;6.3;138.67
115937;26;c;4.5;99.03
115938;31;b;5.4;171.94
115939;38;c;6.3;116.45
115940;26;b;3.6;176.92
115941;30;b;4.5;170.02
115942;23;a;1.8;470.91
115943;24;b;3.3;160.27
115944;30;b;3.3;143.0
115945;36;c;5.7;127.47
115946;25;c;5.4;112.92
115947;22;b;3.3;147.5
115948;36;c;4.2;135.53
115949;38;c;5.1;118.67
115950;33;b;3.9;131.33
115951;30;b;5.4;166.64
115952;27;c;6.3;124.71
115953;22;c;6.9;118.97
115954;26;c;4.5;138.34
115955;26;b;3.3;130.46
115956;34;c;6.6;128.97
115957;26;b;3.9;166.8
115958;28;c;6.9;117.29
115959;28;c;6.9;93.28
115960;24;b;3.6;137.84
115961;27;c;5.4;89.28
115962;34;a;0.6;399.36
115963;29;c;6.0;123.95
115964;32;a;1.5;273.38
115965;34;c;7.2;136.77
115966;23;b;3.3;113.29
115967;26;b;4.2;133.45
115968;22;b;3.0;176.18
115969;33;c;4.5;131.96
115970;26;c;6.6;128.71
115971;31;c;4.8;101.5
115972;25;c;6.3;105.4
115973;36;c;6.6;148.91
115974;38;c;7.5;110.15
115975;36;c;7.2;117.27
115976;30;c;7.5;136.75
115977;22;b;5.4;153.73
115978;36;c;5.7;122.23
115979;23;b;4.8;146.27
115980;34;b;3.9;147.62
115981;26;c;7.2;122.47
115982;26;c;6.0;114.45
115983;33;b;3.0;108.69
115984;31;c;7.2;90.76
115985;26;b;4.5;180.62
115986;20;b;4.2;142.47
115987;25;c;5.4;98.93
115988;34;c;4.5;109.99
115989;24;b;3.6;110.59
115990;32;c;6.6;120.16
115991;42;a;0.9;419.33
115992;34;a;1.8;358.42
115993;26;b;3.9;186.26
115994;22;c;6.6;98.78
115995;22;c;6.6;148.44
115996;37;a;0.6;308.33
115997;32;c;7.5;151.57
115998;37;a;0.3;287.19
115999;23;b;5.1;112.67
116000;25;b;5.1;134.75
116001;27;b;4.2;143.14
116002;31;c;7.2;123.38
116003;29;c;5.1;109.29
116004;20;b;3.9;166.61
116005;23;a;1.5;315.5
116006;34;c;4.8;140.89
116007;26;c;6.6;99.12
116008;36;a;0.6;326.75
116009;33;b;0.3;228.16
116010;29;c;4.5;133.22
116011;27;c;5.4;106.86
116012;38;c;5.7;108.82
116013;38;c;7.5;132.6
116014;26;b;3.3;147.49
116015;27;b;5.1;151.19
116016;25;b;4.8;164.03
116017;33;b;3.6;141.24
116018;32;c;4.5;131.27
116019;25;b;4.2;150.14
116020;31;c;6.3;131.96
116021;22;b;3.3;155.26
116022;29;c;7.5;142.38
116023;33;b;3.9;121.21
116024;39;a;0.9;437.64
116025;33;b;4.2;142.77
116026;26;b;5.1;148.5
116027;33;b;3.3;189.7
116028;22;c;6.3;97.32
116029;29;a;0.6;471.6
116030;27;b;3.0;122.76
116031;29;b;4.5;144.67
116032;33;c;7.2;107.64
116033;26;b;4.8;138.21
116034;37;a;1.8;332.5
116035;25;b;4.8;121.17
116036;30;c;5.4;103.33
116037;31;c;5.4;148.13
116038;30;b;5.1;134.66
116039;31;c;4.8;119.95
116040;40;a;1.8;318.0
116041;28;c;4.5;107.92
116042;38;a;1.8;311.5
116043;36;c;5.4;140.41
116044;24;b;5.1;153.55
116045;36;c;7.5;147.13
116046;30;b;4.8;158.98
116047;40;a;0.6;432.27
116048;33;c;4.8;94.13
116049;32;c;6.3;124.53
116050;32;c;5.7;111.44
116051;24;b;3.9;139.91
116052;32;b;3.0;129.38
116053;27;b;3.9;231.5
116054;28;c;6.3;100.08
116055;28;b;3.6;203.7
116056;28;b;5.4;191.0
116057;26;b;4.2;111.55
116058;38;c;5.4;121.3
116059;33;c;5.1;131.72
116060;29;c;7.5;170.4
116061;25;b;5.4;158.92
116062;29;b;3.3;124.86
116063;31;c;4.5;132.77
116064;28;c;5.4;132.52
116065;25;b;3.3;134.05
116066;27;b;3.3;124.69
116067;38;c;6.6;133.21
116068;22;c;6.3;91.47
116069;25;c;6.6;103.21
116070;23;b;3.3;145.82
116071;25;b;5.4;156.7
116072;34;c;6.0;124.77
116073;32;b;4.5;151.88
116074;31;c;5.1;105.92
116075;36;c;4.8;122.36
116076;20;b;3.3;139.03
116077;44;a;0.9;281.59
116078;29;b;3.3;161.78
116079;30;c;6.9;134.86
116080;29;c;6.3;131.56
116081;28;c;4.8;95.05
116082;23;b;4.8;136.4
116083;27;b;5.4;149.28
116084;25;c;6.0;155.15
116085;33;c;6.9;110.12
116086;29;b;5.4;176.82
116087;25;c;7.5;108.58
116088;32;b;3.0;191.19
116089;27;c;4.8;121.91
116090;25;b;4.5;134.19
116091;26;b;3.3;138.86
116092;33;c;6.3;124.2
116093;29;c;7.5;136.92
116094;33;c;6.9;149.0
116095;38;c;4.8;105.22
116096;33;c;4.5;102.03
116097;28;c;6.3;117.71
116098;34;c;7.2;128.97
116099;32;c;4.8;120.52
116100;28;b;5.4;166.94
116101;20;b;4.8;187.92
116102;22;b;3.3;147.28
116103;25;c;6.3;135.32
116104;33;c;5.1;108.83
116105;29;b;3.3;154.59
116106;20;b;3.3;126.85
116107;24;b;3.0;112.65
116108;23;b;4.5;109.62
116109;34;c;6.3;104.15
116110;36;c;6.0;127.57
116111;32;c;6.6;156.35
116112;36;c;6.6;96.92
116113;27;c;4.8;75.26
116114;25;b;4.8;150.55
116115;26;c;6.9;115.22
116116;26;b;5.4;168.95
116117;29;b;5.1;143.06
116118;24;b;3.3;103.2
116119;24;b;3.3;155.15
116120;27;c;4.8;123.89
116121;36;c;6.6;152.47
116122;29;c;4.2;103.53
116123;22;b;3.3;182.19
116124;31;b;4.2;173.29
116125;29;c;5.4;102.94
116126;39;a;1.2;451.73
116127;27;b;4.2;142.11
116128;32;c;4.8;118.02
116129;26;c;4.8;114.73
116130;29;c;5.4;109.83
116131;29;b;3.9;136.47
116132;34;c;6.9;133.36
116133;38;c;5.4;129.61
116134;28;b;4.2;124.93
116135;20;b;3.6;174.91
116136;33;c;6.6;108.84
116137;28;c;7.2;134.1
