cliente;perfil;valor_total_ticket;idade;renda_sm;recorrencia
94294;;4344;35;1.2;15
94295;;4924;31;5.7;51
94296;;5898;23;3.3;41
94297;;6133;28;6.9;63
94298;;6468;36;4.8;53
94299;;5242;41;1.2;10
94300;;7058;32;5.4;48
94301;;6821;30;3;46
94302;;5681;28;6;54
94303;;6764;33;4.2;67
94304;;6954;25;6.9;50
94305;;7981;34;7.5;53
94306;;5616;27;6;56
94307;;7281;33;6;51
94308;;6289;22;6;67
94309;;7050;24;4.8;45
94310;;6918;30;6.6;56
94311;;6182;22;3.3;44
94312;;7656;34;6.6;57
94313;;5831;27;4.5;49
94314;;6194;29;3.9;35
94315;;5259;23;3.6;33
94316;;5610;25;5.7;64
94317;;6886;34;5.1;43
94318;;6379;28;5.4;44
94319;;6464;30;3.9;50
94320;;6220;20;3.6;44
94321;;5509;40;0.9;11
94322;;5444;44;1.5;14
94323;;7705;32;5.7;56
94324;;5765;25;5.1;53
94325;;5669;30;5.4;58
94326;;4992;27;6.3;45
94327;;6901;24;4.2;38
94328;;6235;26;4.2;55
94329;;7352;22;4.8;63
94330;;6003;26;5.1;58
94331;;5844;23;3.6;37
94332;;6321;28;5.1;42
94333;;6115;25;3.9;48
94334;;6347;30;6.3;57
94335;;7736;38;4.2;55
94336;;6781;29;7.5;53
94337;;6212;33;7.2;52
94338;;5855;29;5.1;51
94339;;6250;33;6;57
94340;;7682;32;4.5;53
94341;;6423;29;6;64
94342;;5516;27;4.5;41
94343;;4903;24;4.8;40
94344;;5819;30;3.6;51
94345;;7613;33;5.1;55
94346;;6523;29;4.8;54
94347;;6403;26;5.4;69
94348;;6346;22;4.5;53
94349;;5198;27;5.1;46
94350;;4904;32;7.5;69
94351;;6037;28;4.8;48
94352;;5766;24;3.3;48
94353;;7734;22;4.8;60
94354;;6930;29;5.7;50
94355;;6356;33;3.6;44
94356;;6497;26;6.3;51
94357;;7385;29;6.9;48
94358;;7281;25;6;52
94359;;7187;34;6;63
94360;;4756;34;0.6;19
94361;;6774;29;5.4;41
94362;;6251;24;4.8;50
94363;;7001;30;3.9;49
94364;;6876;29;3.9;47
94365;;5143;42;1.2;12
94366;;6838;27;5.4;35
94367;;5730;38;5.1;45
94368;;6280;31;5.1;66
94369;;6239;28;5.1;37
94370;;5656;22;5.1;49
94371;;6863;25;4.8;57
94372;;5292;27;5.4;50
94373;;6221;27;5.1;59
94374;;6511;28;4.2;67
94375;;6216;33;5.4;40
94376;;4944;32;3.9;51
94377;;6589;32;4.2;49
94378;;6475;27;7.2;51
94379;;6143;34;4.5;58
94380;;4978;26;7.5;66
94381;;6761;27;5.1;49
94382;;5617;27;7.5;58
94383;;6830;38;7.2;53
94384;;5709;23;5.1;33
94385;;6814;28;3;44
94386;;6310;25;5.4;66
94387;;7720;29;5.1;52
94388;;5916;28;3;51
94389;;4599;41;0.6;13
94390;;7358;28;4.2;58
94391;;4639;34;1.2;19
94392;;7195;29;6.9;45
94393;;4781;44;1.5;17
94394;;4976;31;3.3;47
94395;;6802;31;7.5;63
94396;;6440;25;4.8;56
94397;;7140;25;4.8;48
94398;;6090;31;6.3;48
94399;;6040;27;3.3;47
94400;;5437;33;0.3;11
94401;;5590;36;1.2;19
94402;;7076;34;3.3;33
94403;;5842;32;3.6;42
94404;;7209;31;4.5;52
94405;;6552;38;5.7;53
94406;;6889;22;5.1;64
94407;;7742;34;4.8;50
94408;;5638;26;7.2;48
94409;;6183;26;3.9;36
94410;;5973;38;7.2;52
94411;;7771;34;6.6;69
94412;;6924;32;4.2;38
94413;;4996;27;5.1;55
94414;;6436;25;6;63
94415;;5513;22;4.5;39
94416;;5795;31;6;69
94417;;6798;20;3.9;46
94418;;6943;32;3.6;38
94419;;7153;38;4.2;58
94420;;6705;25;4.2;63
94421;;6854;33;5.4;48
94422;;7324;25;4.2;58
94423;;5954;23;3.6;42
94424;;6995;25;6;54
94425;;4927;22;6.3;55
94426;;6359;28;5.4;42
94427;;4679;36;0.3;19
94428;;5937;36;4.2;45
94429;;5563;23;1.5;13
94430;;5163;35;1.2;10
94431;;6375;30;7.5;60
94432;;5512;37;1.5;14
94433;;7436;29;7.5;51
94434;;5862;38;1.2;11
94435;;6388;20;5.1;41
94436;;6070;34;3.3;36
94437;;6859;29;4.8;51
94438;;5660;22;7.5;52
94439;;5626;25;4.8;52
94440;;6726;27;5.4;39
94441;;5161;41;0.6;11
94442;;4930;36;6.9;66
94443;;6083;27;5.1;38
94444;;5740;31;6.9;66
94445;;6523;27;6.6;54
94446;;6513;29;3.6;49
94447;;7959;31;6.9;50
94448;;5893;22;7.2;48
94449;;4402;37;1.2;15
94450;;5209;29;4.2;51
94451;;5296;31;4.2;42
94452;;5756;34;1.5;10
94453;;5940;30;4.8;52
94454;;7483;38;4.5;45
94455;;4574;39;0.6;19
94456;;5596;31;4.8;48
94457;;7017;32;3;50
94458;;6384;32;3;36
94459;;5411;23;5.1;46
94460;;6148;32;4.8;49
94461;;7481;29;6.3;45
94462;;5408;24;4.2;45
94463;;6770;36;6.9;55
94464;;6085;32;6.6;67
94465;;6958;28;6;45
94466;;4944;25;4.8;56
94467;;4917;31;5.1;37
94468;;6905;29;4.5;35
94469;;5427;34;5.4;44
94470;;5619;30;5.7;58
94471;;5964;20;4.2;51
94472;;5834;23;3.3;46
94473;;6427;22;5.1;67
94474;;5887;23;0.9;11
94475;;7309;38;6;50
94476;;6145;31;3.9;38
94477;;4958;31;4.8;51
94478;;6347;30;6.6;60
94479;;7603;36;4.2;63
94480;;7107;33;4.2;61
94481;;5806;27;3.9;43
94482;;6974;33;4.2;36
94483;;7404;29;4.2;48
94484;;6719;31;5.1;54
94485;;6719;34;7.2;45
94486;;5163;28;5.4;42
94487;;6931;31;5.4;38
94488;;4463;35;0.6;19
94489;;6187;25;4.2;64
94490;;4772;35;1.8;11
94491;;5138;23;5.1;38
94492;;7117;28;7.5;48
94493;;6347;24;5.4;47
94494;;5968;38;4.8;48
94495;;6906;22;6;69
94496;;5867;38;7.2;55
94497;;6626;29;5.4;43
94498;;5003;27;5.1;49
94499;;5456;29;4.8;40
94500;;5187;31;4.5;47
94501;;6008;36;6;63
94502;;5536;22;4.8;46
94503;;6982;28;3;42
94504;;5705;30;0.6;12
94505;;5939;32;6.9;61
94506;;6401;38;4.5;52
94507;;6702;36;6.3;67
94508;;6701;20;3.9;40
94509;;6967;25;4.8;48
94510;;4448;42;0.6;10
94511;;6214;20;4.2;36
94512;;6007;27;6.9;69
94513;;6588;29;7.5;67
94514;;6170;34;5.1;49
94515;;7018;33;3.3;48
94516;;7641;30;6.3;48
94517;;7331;33;4.2;55
94518;;6977;29;3.9;37
94519;;6352;32;7.5;58
94520;;5612;27;3.3;38
94521;;6154;34;5.1;56
94522;;5935;33;6.6;53
94523;;5468;30;4.8;35
94524;;7661;22;5.7;51
94525;;7989;26;7.5;48
94526;;6020;38;5.4;61
94527;;6629;22;4.8;44
94528;;6160;29;3.6;49
94529;;7116;33;4.8;48
94530;;6315;34;6.3;64
94531;;5626;24;4.2;30
94532;;6223;34;6;64
94533;;4567;32;0.3;19
94534;;6768;25;5.4;57
94535;;6976;28;4.8;67
94536;;4910;36;6.3;50
94537;;4965;33;3.3;33
94538;;6499;31;4.5;44
94539;;4827;23;0.3;12
94540;;5785;24;4.8;36
94541;;6031;22;5.7;58
94542;;6956;33;6.6;49
94543;;7931;36;7.5;50
94544;;6783;33;3;50
94545;;4635;32;1.8;12
94546;;5467;25;4.8;35
94547;;4975;22;3.6;43
94548;;5581;26;3.9;33
94549;;6174;24;4.2;42
94550;;5030;29;4.2;38
94551;;7496;30;7.5;50
94552;;7931;36;6;67
94553;;6759;30;4.2;35
94554;;4962;24;4.8;51
94555;;7276;28;4.5;66
94556;;6053;27;4.8;49
94557;;6398;27;5.1;39
94558;;6459;24;4.5;37
94559;;5283;41;1.5;14
94560;;6194;23;4.5;47
94561;;6373;30;4.8;66
94562;;5145;23;1.2;13
94563;;6927;22;3.3;43
94564;;6601;30;4.5;46
94565;;5975;23;3;42
94566;;6127;30;4.5;51
94567;;5214;35;1.2;14
94568;;5910;32;3;43
94569;;6709;25;6;60
94570;;5827;26;6;58
94571;;6010;28;6.3;63
94572;;4581;42;1.8;13
94573;;6028;20;4.5;46
94574;;4354;33;1.8;14
94575;;6519;31;7.5;50
94576;;7684;27;5.4;67
94577;;5644;32;7.5;52
94578;;6125;29;5.7;50
94579;;6340;32;5.1;51
94580;;5822;38;6.6;49
94581;;6184;20;3.3;36
94582;;4439;29;0.9;17
94583;;4992;28;4.8;37
94584;;5410;25;5.1;39
94585;;6259;31;4.8;61
94586;;5656;34;5.4;61
94587;;5009;27;3.9;42
94588;;7637;29;6.9;45
94589;;4676;40;0.9;10
94590;;6892;38;6.9;63
94591;;7319;27;4.2;49
94592;;6231;30;6;54
94593;;4502;33;0.6;11
94594;;6647;30;4.5;48
94595;;5689;30;6.9;49
94596;;6438;33;5.1;54
94597;;5161;32;5.1;41
94598;;6146;25;5.4;49
94599;;6238;28;4.5;36
94600;;5936;32;4.5;57
94601;;6061;29;6.9;50
94602;;7793;30;7.5;45
94603;;5728;24;3.3;36
94604;;7316;31;6.3;61
94605;;6678;33;5.4;42
94606;;7322;29;6.3;51
94607;;7738;30;4.5;63
94608;;5322;40;1.8;16
94609;;5933;27;6;57
94610;;5237;28;5.4;43
94611;;5304;42;0.3;17
94612;;6111;36;5.4;53
94613;;6144;29;5.1;36
94614;;5680;28;3.9;47
94615;;5679;29;6;52
94616;;5872;34;5.7;48
94617;;6802;25;6.3;60
94618;;6773;26;5.4;37
94619;;4967;41;0.3;17
94620;;5620;32;6.9;45
94621;;7490;34;6;66
94622;;6586;22;4.5;43
94623;;6956;32;7.5;66
94624;;6824;26;4.8;60
94625;;5923;28;4.8;58
94626;;7656;28;5.1;49
94627;;6929;22;6.6;61
94628;;5385;35;0.9;17
94629;;7082;32;5.1;35
94630;;7979;26;5.7;60
94631;;6898;27;5.7;51
94632;;5644;27;3;39
94633;;5516;23;3.6;39
94634;;5726;27;7.2;49
94635;;6465;33;6.6;50
94636;;6570;38;4.5;53
94637;;6723;30;4.8;44
94638;;6329;27;5.4;52
94639;;6377;28;5.4;64
94640;;5013;29;1.5;14
94641;;5535;31;3.6;44
94642;;6707;27;6.6;66
94643;;5407;34;4.2;50
94644;;5655;22;4.8;50
94645;;4876;38;1.8;12
94646;;5289;34;1.8;15
94647;;6865;25;4.5;30
94648;;5706;22;7.5;63
94649;;7291;31;5.4;50
94650;;7088;33;4.8;36
94651;;7047;26;4.5;35
94652;;6049;33;5.4;45
94653;;4937;20;3.6;38
94654;;5774;32;5.4;55
94655;;5614;29;4.8;48
94656;;6632;29;4.5;51
94657;;6945;31;5.1;38
94658;;7917;26;7.5;54
94659;;6506;27;5.4;69
94660;;5760;26;4.5;43
94661;;7957;26;4.2;52
94662;;6522;26;6.6;59
94663;;4311;39;1.5;16
94664;;5604;28;3.9;33
94665;;5479;40;0.6;10
94666;;6139;23;3;35
94667;;7999;32;6.9;63
94668;;5268;34;1.8;12
94669;;6736;28;4.5;50
94670;;7416;26;6;52
94671;;5697;25;3.6;33
94672;;4758;40;0.3;12
94673;;6136;23;5.4;47
94674;;5098;32;0.3;12
94675;;7266;33;4.2;56
94676;;6578;25;7.5;66
94677;;7444;34;4.8;52
94678;;6220;32;5.7;69
94679;;6604;22;4.5;38
94680;;5946;30;5.4;30
94681;;5896;38;5.7;66
94682;;4972;25;3.6;45
94683;;5614;30;4.5;59
94684;;6469;29;4.2;57
94685;;7350;33;7.5;48
94686;;6056;30;6;66
94687;;7198;31;5.4;69
94688;;5778;36;6.9;56
94689;;5996;32;4.8;59
94690;;4547;42;0.3;19
94691;;6843;30;4.2;42
94692;;6929;25;6.6;59
94693;;4779;36;0.3;10
94694;;6968;38;5.4;54
94695;;5502;27;4.8;42
94696;;7408;28;6.3;59
94697;;7619;33;7.5;64
94698;;7607;27;7.2;53
94699;;5416;34;1.2;14
94700;;4946;30;6.9;58
94701;;5914;27;6.9;69
94702;;5211;40;0.3;13
94703;;6624;34;5.1;44
94704;;6761;23;4.8;30
94705;;6282;24;3.3;37
94706;;4961;36;7.5;57
94707;;5207;22;3.9;48
94708;;6498;27;4.5;50
94709;;6401;23;3.6;41
94710;;6376;32;4.8;38
94711;;5666;36;6.9;69
94712;;6861;30;3;42
94713;;5920;26;6.9;66
94714;;5130;25;5.4;35
94715;;6146;23;3.6;47
94716;;5098;28;4.2;49
94717;;6716;36;5.4;49
94718;;5968;29;5.1;33
94719;;5921;32;5.7;64
94720;;7008;25;3.3;50
94721;;7193;30;6.3;57
94722;;6174;32;7.5;52
94723;;5496;23;1.8;19
94724;;6986;32;4.8;67
94725;;7043;29;5.4;41
94726;;6956;28;6;60
94727;;7377;33;7.2;66
94728;;6884;36;5.4;66
94729;;7449;22;7.5;52
94730;;6645;29;4.8;40
94731;;5072;26;3.3;50
94732;;7485;22;4.5;58
94733;;4575;33;1.2;13
94734;;6588;23;4.5;38
94735;;7943;34;5.1;48
94736;;7467;28;5.1;66
94737;;5147;40;1.2;13
94738;;5998;34;3.6;42
94739;;6610;28;4.8;30
94740;;5831;29;5.1;66
94741;;5998;28;4.2;55
94742;;7343;38;7.5;57
94743;;7139;22;7.5;50
94744;;6484;26;5.7;52
94745;;6547;32;7.5;56
94746;;6227;22;5.1;51
94747;;7449;22;6.3;55
94748;;6367;25;7.2;57
94749;;6439;26;6.9;54
94750;;5971;25;5.1;30
94751;;6906;33;4.2;56
94752;;5248;32;1.2;10
94753;;4506;35;1.5;14
94754;;4936;31;3;50
94755;;7144;27;7.5;53
94756;;7759;25;6.6;64
94757;;6587;31;6.6;48
94758;;7086;20;5.4;47
94759;;6405;28;4.8;53
94760;;5542;22;5.4;35
94761;;5775;25;5.1;52
94762;;5828;31;4.2;35
94763;;6481;23;3.6;36
94764;;6524;29;5.4;61
94765;;7668;30;4.8;61
94766;;5016;31;4.8;48
94767;;7786;22;5.1;50
94768;;5742;34;4.5;49
94769;;7446;27;6.6;50
94770;;6172;28;4.5;51
94771;;7979;34;4.5;45
94772;;6971;22;5.1;41
94773;;4804;31;0.6;12
94774;;6540;32;6;61
94775;;7745;26;6.9;61
94776;;7635;27;7.2;59
94777;;4661;39;1.5;13
94778;;6951;28;6.9;52
94779;;5647;28;6;59
94780;;4942;22;6.6;45
94781;;5817;29;4.5;41
94782;;5046;33;1.5;10
94783;;7991;31;4.2;58
94784;;5430;31;4.5;44
94785;;5556;41;0.9;11
94786;;6758;33;7.2;61
94787;;6310;20;3;44
94788;;6174;31;4.5;45
94789;;6479;20;3;39
94790;;6983;26;4.5;30
94791;;6963;27;6.3;67
94792;;6168;29;7.5;49
94793;;6976;33;7.2;59
94794;;6956;27;4.2;41
94795;;5428;23;3.6;39
94796;;6488;38;7.2;56
94797;;7416;26;4.8;56
94798;;7063;20;3;46
94799;;6317;25;5.4;49
94800;;6518;27;6.3;69
94801;;5902;28;5.1;47
94802;;6299;26;3;38
94803;;5626;26;4.8;33
94804;;5809;32;7.2;67
94805;;6797;22;7.5;51
94806;;5749;33;4.5;59
94807;;5228;32;3.9;33
94808;;6996;29;7.5;66
94809;;6069;26;4.8;56
94810;;6561;34;4.5;40
94811;;7128;36;7.5;52
94812;;5747;25;4.5;46
94813;;4943;34;3;47
94814;;7088;25;5.4;50
94815;;6209;22;6.9;64
94816;;6734;38;4.2;50
94817;;5413;27;3.6;47
94818;;4342;34;0.6;12
94819;;7255;31;6.6;50
94820;;7490;27;5.1;55
94821;;6048;27;5.1;58
94822;;6521;30;5.1;57
94823;;7746;31;6;69
94824;;5778;31;5.7;54
94825;;5935;27;7.2;60
94826;;7281;33;5.1;59
94827;;7399;30;7.5;56
94828;;5314;34;0.3;16
94829;;5472;32;3;35
94830;;6789;38;7.2;60
94831;;5280;31;3;50
94832;;6215;29;4.2;38
94833;;7732;32;6.9;66
94834;;7315;31;4.5;52
94835;;5887;29;4.2;43
94836;;6967;22;6.3;59
94837;;5213;23;5.4;39
94838;;6417;28;5.1;57
94839;;6246;30;4.5;64
94840;;7988;38;4.8;61
94841;;7129;28;7.5;66
94842;;5117;32;4.5;45
94843;;6313;30;4.2;39
94844;;6329;27;6.3;45
94845;;6749;27;5.4;49
94846;;6216;34;3.6;51
94847;;5932;36;6;55
94848;;6574;27;6.9;63
94849;;6153;31;3;50
94850;;7141;33;4.5;63
94851;;5079;22;3.6;33
94852;;4978;36;5.7;54
94853;;6851;27;5.1;49
94854;;6795;31;4.8;48
94855;;7610;26;7.2;45
94856;;6006;38;6.9;69
94857;;5020;29;3.6;50
94858;;7119;27;6.3;57
94859;;5355;23;0.3;17
94860;;6989;32;4.2;36
94861;;6361;29;3;45
94862;;6186;29;3;51
94863;;6777;33;7.2;58
94864;;6917;33;4.2;50
94865;;6298;34;5.1;64
94866;;6215;25;6.6;58
94867;;6752;22;5.7;63
94868;;6490;24;3.9;51
94869;;6061;38;4.5;53
94870;;5827;25;5.1;49
94871;;6187;33;7.5;50
94872;;4679;32;1.8;11
94873;;6325;33;3.3;35
94874;;5930;34;4.5;61
94875;;5472;42;1.8;12
94876;;4938;22;6.9;57
94877;;5886;31;6.3;58
94878;;4975;24;5.1;37
94879;;6393;31;4.2;36
94880;;6215;29;4.5;35
94881;;5963;33;5.1;61
94882;;6101;26;4.8;51
94883;;6871;30;7.2;48
94884;;6775;34;4.5;47
94885;;7351;34;4.2;50
94886;;5195;23;3.6;50
94887;;5848;22;4.2;49
94888;;7640;34;7.2;45
94889;;6473;31;5.4;45
94890;;6919;28;6.3;59
94891;;6443;26;3.6;37
94892;;7034;32;3;39
94893;;5390;41;0.3;16
94894;;5918;29;5.4;50
94895;;7066;22;3.3;47
94896;;6977;33;4.8;67
94897;;4808;23;1.8;15
94898;;7189;25;5.4;45
94899;;4689;44;1.2;16
94900;;6432;29;7.5;58
94901;;4933;31;5.7;54
94902;;6446;20;5.1;40
94903;;7147;32;7.5;55
94904;;5111;27;4.5;38
94905;;5521;25;5.4;38
94906;;4982;27;4.5;57
94907;;5760;38;6.3;59
94908;;6319;28;5.1;50
94909;;6970;29;4.8;37
94910;;5849;28;5.4;48
94911;;5427;33;3.6;41
94912;;5821;36;4.5;63
94913;;4999;28;5.4;67
94914;;7150;32;4.8;57
94915;;7708;25;6.9;66
94916;;7409;22;4.2;49
94917;;5952;33;5.1;63
94918;;6788;33;5.7;63
94919;;6541;22;4.8;33
94920;;6528;25;5.4;51
94921;;5339;35;0.6;19
94922;;5780;25;5.7;53
94923;;7312;38;6.3;53
94924;;4816;34;0.6;14
94925;;4349;31;1.5;14
94926;;4978;24;4.8;43
94927;;5715;29;5.7;66
94928;;6075;31;4.5;48
94929;;7725;22;6.9;61
94930;;6313;29;7.5;50
94931;;6267;30;4.8;30
94932;;7755;38;5.1;56
94933;;4748;40;1.8;17
94934;;6294;25;4.8;46
94935;;5679;24;5.4;40
94936;;7294;38;6.9;51
94937;;5776;38;4.8;69
94938;;6780;32;5.4;69
94939;;6680;33;4.8;40
94940;;6064;25;3.6;35
94941;;7108;36;6.9;51
94942;;5509;30;4.5;42
94943;;4918;30;7.2;69
94944;;7499;25;5.4;67
94945;;7238;25;6;67
94946;;5938;29;3.3;42
94947;;6951;26;5.7;58
94948;;5439;36;0.6;14
94949;;4997;38;4.5;55
94950;;5947;28;4.2;37
94951;;5605;31;4.5;59
94952;;4999;42;1.5;16
94953;;6142;30;3.9;39
94954;;6942;30;6.9;51
94955;;7373;28;7.2;48
94956;;6267;25;7.2;54
94957;;5624;27;4.8;50
94958;;7061;23;4.2;38
94959;;6648;24;4.2;50
94960;;6290;38;4.8;66
94961;;6334;27;5.7;51
94962;;5055;29;4.5;51
94963;;5949;33;6;63
94964;;5696;25;6.9;56
94965;;5636;23;4.5;30
94966;;6729;34;6.3;50
94967;;5591;29;4.5;36
94968;;5172;26;4.2;48
94969;;5145;26;3;51
94970;;5726;36;6.9;60
94971;;4865;44;0.9;12
94972;;6467;28;6.3;49
94973;;5892;27;3.3;40
94974;;6253;28;5.1;43
94975;;7708;28;4.5;55
94976;;7987;28;6.6;67
94977;;6790;36;6.3;64
94978;;4752;32;1.5;19
94979;;5271;35;1.8;17
94980;;6277;33;6.6;50
94981;;6005;22;6.9;63
94982;;5641;30;4.8;56
94983;;5507;20;4.8;43
94984;;7484;27;4.8;59
94985;;6369;27;6;51
94986;;6995;22;5.1;64
94987;;6822;22;4.8;66
94988;;5916;26;7.5;49
94989;;7205;28;5.7;67
94990;;7187;27;5.7;48
94991;;6385;27;6.3;55
94992;;5847;38;5.1;53
94993;;7028;34;3.9;41
94994;;4985;22;4.5;48
94995;;6414;29;4.2;39
94996;;6922;26;5.1;46
94997;;6772;25;6.6;66
94998;;5586;29;3;44
94999;;6474;29;5.4;30
95000;;4488;23;0.6;12
95001;;4923;29;3.9;45
95002;;7704;28;7.5;64
95003;;6243;31;6.3;60
95004;;4434;23;1.2;10
95005;;6594;29;4.8;66
95006;;5549;32;4.2;35
95007;;6802;33;3.6;36
95008;;5937;29;5.7;56
95009;;5968;38;5.1;57
95010;;7392;27;4.2;58
95011;;6331;22;3.3;36
95012;;6116;30;5.7;64
95013;;5856;33;6.9;48
95014;;7258;38;6.3;61
95015;;5651;22;4.2;66
95016;;6086;27;6.9;67
95017;;5882;31;4.8;67
95018;;6457;34;6.3;52
95019;;5688;28;3;51
95020;;7713;36;5.7;69
95021;;5916;31;5.7;56
95022;;6480;33;5.7;49
95023;;7653;32;5.1;64
95024;;6482;30;5.1;58
95025;;6440;24;3.6;39
95026;;7251;22;7.2;56
95027;;7144;34;5.7;56
95028;;5433;35;1.2;17
95029;;6811;27;4.5;39
95030;;6450;31;6;50
95031;;6593;25;6.9;67
95032;;7734;22;6.3;61
95033;;7174;36;4.2;67
95034;;6249;32;4.8;36
95035;;7709;34;7.5;58
95036;;6916;26;5.7;49
95037;;7663;38;6.6;56
95038;;5984;20;5.4;43
95039;;7689;38;5.4;49
95040;;6918;28;4.2;50
95041;;5212;30;5.4;40
95042;;6039;29;5.7;63
95043;;6511;22;5.4;61
95044;;5999;33;4.8;55
95045;;5304;41;0.6;14
95046;;6183;22;4.8;57
95047;;6789;31;7.2;51
95048;;5480;22;5.1;51
95049;;7405;26;4.2;61
95050;;6353;34;4.8;51
95051;;5707;22;6;60
95052;;6256;34;6.6;53
95053;;6793;32;4.5;52
95054;;4685;23;1.5;10
95055;;6382;27;5.4;46
95056;;6534;20;4.5;43
95057;;5056;29;1.5;15
95058;;4926;29;7.2;67
95059;;5892;30;1.2;16
95060;;5689;32;4.8;46
95061;;4973;41;1.5;12
95062;;5005;30;3.9;33
95063;;6438;38;7.2;54
95064;;5037;20;4.5;42
95065;;6192;20;4.2;46
95066;;6552;27;3;36
95067;;6631;34;5.4;39
95068;;6425;32;4.2;56
95069;;7936;38;5.1;57
95070;;7704;25;6.9;59
95071;;5732;23;3.6;50
95072;;5578;34;4.5;44
95073;;5633;32;6.9;54
95074;;5888;30;7.5;54
95075;;6371;32;5.4;39
95076;;6111;31;5.4;56
95077;;4977;34;6;51
95078;;6370;22;4.5;51
95079;;5497;29;3.3;49
95080;;5920;22;4.5;55
95081;;6169;27;6;64
95082;;5243;22;5.1;51
95083;;5577;25;3.3;40
95084;;6166;33;4.2;51
95085;;4972;44;0.3;15
95086;;5825;27;6.9;48
95087;;6886;30;4.5;48
95088;;6151;27;7.5;60
95089;;6226;28;6;52
95090;;6510;26;3.9;41
95091;;6084;26;3.3;44
95092;;7761;26;6;60
95093;;6225;32;6.6;52
95094;;6242;26;4.5;49
95095;;5032;22;5.4;44
95096;;7774;38;5.7;50
95097;;5248;24;3;47
95098;;6252;33;4.5;41
95099;;5986;32;5.1;49
95100;;5806;33;4.2;38
95101;;5418;32;1.2;10
95102;;6151;29;4.2;50
95103;;4984;29;6.6;56
95104;;5610;24;3.9;44
95105;;5011;28;3.3;41
95106;;6022;25;3.3;30
95107;;6094;29;4.5;51
95108;;6771;36;6;61
95109;;6727;32;5.1;40
95110;;4981;25;5.1;52
95111;;6172;32;5.7;53
95112;;5142;27;3.9;45
95113;;6577;25;3.3;42
95114;;4524;42;1.5;11
95115;;6846;33;3.3;37
95116;;5647;23;3;37
95117;;6834;28;4.8;49
95118;;5814;24;5.1;49
95119;;6689;34;5.1;36
95120;;5767;42;1.2;14
95121;;5531;28;5.1;36
95122;;6033;28;4.8;67
95123;;4359;39;1.2;17
95124;;5795;23;3;35
95125;;4930;30;1.2;15
95126;;6005;31;4.8;45
95127;;6513;30;4.5;48
95128;;4999;36;6.6;49
95129;;6946;31;3.9;37
95130;;6373;38;7.2;50
95131;;7350;33;5.7;54
95132;;7302;26;4.2;51
95133;;6540;28;5.4;37
95134;;5859;33;1.5;14
95135;;7025;28;4.2;46
95136;;5836;32;3;46
95137;;6807;27;5.4;63
95138;;6034;28;5.1;35
95139;;7392;34;6.3;57
95140;;6429;36;7.2;49
95141;;5243;23;4.8;35
95142;;5172;23;4.8;43
95143;;7735;32;5.7;58
95144;;6188;30;4.8;43
95145;;6924;27;4.5;50
95146;;6413;32;6.9;60
95147;;6541;33;6.6;60
95148;;7422;38;6;49
95149;;6373;38;5.4;57
95150;;5660;28;7.5;66
95151;;5693;34;4.5;60
95152;;7643;32;7.2;54
95153;;6083;29;4.5;42
95154;;5843;25;4.5;44
95155;;6025;24;3;46
95156;;6996;26;5.1;59
95157;;4794;40;0.3;15
95158;;6085;38;6.9;63
95159;;7674;26;7.2;66
95160;;6567;25;3.3;40
95161;;5715;23;3.9;33
95162;;6186;27;4.2;49
95163;;6144;26;3;48
95164;;5428;32;3.6;39
95165;;6049;25;5.1;67
95166;;7444;25;5.7;61
95167;;4679;32;0.3;12
95168;;4925;28;3.3;36
95169;;6186;34;6.9;45
95170;;4961;31;5.7;48
95171;;7290;31;4.2;57
95172;;6434;32;6.6;67
95173;;7242;26;6.9;51
95174;;6490;20;3.3;37
95175;;6532;22;5.4;41
95176;;7086;27;4.5;43
95177;;6168;25;6.3;61
95178;;6494;28;6.9;50
95179;;6852;36;5.1;64
95180;;6965;23;3.3;33
95181;;5652;22;4.8;48
95182;;6312;22;3;38
95183;;5673;33;6.9;66
95184;;5675;26;5.7;66
95185;;6102;29;6.6;67
95186;;5525;37;0.9;16
95187;;5699;31;3;48
95188;;5671;33;6.6;60
95189;;6940;29;6.3;57
95190;;7310;30;7.2;45
95191;;4968;28;5.1;44
95192;;5818;37;0.6;15
95193;;6018;20;3;48
95194;;7241;27;6;61
95195;;4973;30;7.2;55
95196;;6251;20;5.4;37
95197;;6046;32;3.6;41
95198;;6869;29;6.9;56
95199;;6821;28;5.1;50
95200;;5526;29;4.2;45
95201;;5770;26;7.5;54
95202;;6244;31;3.6;40
95203;;6119;36;5.4;63
95204;;7484;32;5.7;45
95205;;5645;30;6;59
95206;;7267;34;4.2;63
95207;;7485;30;4.8;50
95208;;6476;25;5.4;48
95209;;7768;29;7.5;64
95210;;7139;27;4.5;52
95211;;5723;33;5.7;67
95212;;5289;29;4.2;38
95213;;5597;32;4.8;44
95214;;6381;31;7.5;54
95215;;5068;28;3;38
95216;;5841;22;5.7;56
95217;;6769;27;3.3;41
95218;;6073;33;5.7;57
95219;;6158;29;6.6;66
95220;;7488;34;5.1;69
95221;;6083;30;6.6;58
95222;;6273;31;3.3;48
95223;;4412;44;1.5;10
95224;;6222;32;3;35
95225;;6526;25;3.9;43
95226;;7312;31;4.8;57
95227;;5429;20;5.4;44
95228;;7037;23;3.3;40
95229;;5704;36;0.6;12
95230;;6894;26;5.4;63
95231;;5133;27;4.2;45
95232;;7275;32;4.5;60
95233;;7915;38;5.1;45
95234;;6899;34;5.1;42
95235;;5923;25;3.3;46
